"Income Monthly","Monthly Debt","Credit Score","Loan Amount","DTI","Employment Status","Defaults","Loan Status","Loan Period (Months)"
"97811","50242","692","1126225","51.37","Employed","No","approved","180"
"12995","7366","710","1957001","56.68","Employed","No","rejected","120"
"162965","70790","608","538053","43.44","Employed","No","approved","12"
"81491","33129","425","658698","40.65","Self-Employed","No","rejected","24"
"37472","7406","523","1075891","19.76","Self-Employed","No","approved","12"
"43136","13686","725","830999","31.73","Employed","No","approved","24"
"41722","20649","452","594952","49.49","Employed","No","rejected","240"
"0","0","611","1321153","0","Employed","No","rejected","60"
"36238","6895","700","1933441","19.03","Self-Employed","No","approved","240"
"160295","29104","697","1980245","18.16","Self-Employed","No","approved","12"
"123114","1013","570","563216","0.82","Self-Employed","No","approved","120"
"193011","56761","768","262465","29.41","Self-Employed","No","approved","240"
"51122","30538","455","487648","59.74","Employed","No","rejected","48"
"74471","36227","828","348454","48.65","Employed","No","approved","36"
"192684","55134","673","844256","28.61","Employed","No","approved","180"
"183468","32366","840","2089802","17.64","Self-Employed","No","approved","12"
"166609","11565","746","836819","6.94","Self-Employed","No","approved","36"
"0","0","505","582242","0","Self-Employed","No","rejected","12"
"187494","8831","596","2493500","4.71","Self-Employed","No","approved","48"
"173253","11889","598","197700","6.86","Employed","No","approved","12"
"112602","29849","474","2293531","26.51","Self-Employed","No","rejected","24"
"0","0","757","316990","0","Employed","No","rejected","60"
"90527","52807","513","24845","58.33","Employed","No","approved","120"
"31067","9046","627","663323","29.12","Employed","No","approved","36"
"58428","29030","681","1368118","49.69","Self-Employed","No","approved","36"
"187381","74072","556","1419099","39.53","Self-Employed","No","approved","60"
"95570","57311","532","2103410","59.97","Employed","No","approved","36"
"63973","34267","536","1783995","53.56","Self-Employed","No","approved","120"
"181088","103574","742","737071","57.2","Employed","No","approved","240"
"33835","11195","609","2058993","33.09","Employed","No","approved","24"
"152325","22900","811","107905","15.03","Employed","No","approved","120"
"161823","38478","698","1553547","23.78","Self-Employed","No","approved","12"
"187210","12223","607","1099091","6.53","Employed","No","approved","60"
"203284","48214","757","1492371","23.72","Self-Employed","No","approved","120"
"41664","5263","782","1154967","12.63","Employed","No","approved","48"
"117553","37937","650","417554","32.27","Self-Employed","No","approved","48"
"134274","34468","594","2238428","25.67","Employed","No","approved","180"
"0","0","710","1795175","0","Employed","No","rejected","240"
"48870","8147","578","1070717","16.67","Employed","No","approved","36"
"138268","42739","665","2300563","30.91","Self-Employed","No","approved","24"
"173218","98975","700","2202858","57.14","Self-Employed","No","approved","120"
"114651","11903","457","1511754","10.38","Employed","No","rejected","180"
"19359","1886","513","1733695","9.74","Self-Employed","No","rejected","180"
"73352","8796","839","1146787","11.99","Employed","No","approved","240"
"0","0","810","2088786","0","Self-Employed","No","rejected","60"
"9446","3511","613","1217522","37.17","Employed","No","rejected","24"
"58711","16062","559","1351405","27.36","Employed","No","approved","36"
"190346","56795","740","746258","29.84","Employed","No","approved","240"
"137790","46629","486","37276","33.84","Self-Employed","No","rejected","120"
"81653","39132","766","750683","47.92","Employed","No","approved","48"
"0","0","744","564630","0","Employed","No","rejected","240"
"57582","1955","803","2290507","3.4","Employed","No","approved","120"
"0","0","528","812161","0","Employed","No","rejected","48"
"172117","100898","576","629269","58.62","Self-Employed","No","approved","120"
"0","0","551","897232","0","Employed","No","rejected","60"
"49483","18249","442","2501745","36.88","Self-Employed","No","rejected","24"
"22048","3417","697","360633","15.5","Self-Employed","No","approved","48"
"65473","24059","658","2123725","36.75","Employed","No","approved","12"
"156839","40475","681","2426641","25.81","Self-Employed","No","approved","180"
"20139","2921","567","244120","14.5","Employed","No","approved","48"
"31214","15604","470","1212831","49.99","Self-Employed","No","rejected","48"
"90535","48986","706","1743932","54.11","Employed","No","approved","24"
"58671","31581","503","1168675","53.83","Self-Employed","No","approved","60"
"204928","61623","792","1113702","30.07","Self-Employed","No","approved","120"
"63503","11484","460","1103637","18.08","Self-Employed","No","rejected","12"
"161572","95507","626","337339","59.11","Employed","No","approved","240"
"88415","46999","773","1259562","53.16","Employed","No","approved","24"
"39770","17211","722","1502216","43.28","Self-Employed","No","approved","24"
"53874","17229","474","2219891","31.98","Employed","No","rejected","240"
"111697","20146","727","2021299","18.04","Self-Employed","No","approved","48"
"117890","52520","575","59619","44.55","Self-Employed","No","approved","48"
"62057","4153","741","485875","6.69","Employed","No","approved","60"
"114719","66097","423","1795533","57.62","Self-Employed","No","rejected","12"
"0","0","782","1268910","0","Employed","No","rejected","120"
"186677","28776","451","1378809","15.41","Self-Employed","No","rejected","240"
"0","0","531","1070178","0","Employed","No","rejected","180"
"109585","2881","628","869326","2.63","Self-Employed","No","approved","60"
"22380","11550","744","881661","51.61","Self-Employed","No","approved","48"
"45988","22910","731","914651","49.82","Employed","No","approved","180"
"37820","13923","490","878886","36.81","Employed","No","rejected","12"
"84709","25668","848","1042445","30.3","Self-Employed","No","approved","120"
"97861","43578","428","397676","44.53","Self-Employed","No","rejected","180"
"31675","18897","672","1868330","59.66","Employed","No","approved","12"
"146458","14726","503","488270","10.05","Self-Employed","No","approved","48"
"177794","43413","816","2144204","24.42","Self-Employed","No","approved","240"
"185293","17650","513","977898","9.53","Self-Employed","No","approved","36"
"19241","8613","692","2277027","44.76","Self-Employed","No","rejected","60"
"54118","2062","713","1967985","3.81","Self-Employed","No","approved","60"
"195087","67174","815","1736758","34.43","Employed","No","approved","240"
"52172","7497","479","1150169","14.37","Self-Employed","No","rejected","120"
"98731","29162","435","452038","29.54","Employed","No","rejected","240"
"87521","40161","831","2168814","45.89","Self-Employed","No","approved","120"
"178455","11688","535","2128175","6.55","Employed","No","approved","60"
"24802","11518","704","841061","46.44","Employed","No","approved","36"
"129196","30744","813","734283","23.8","Employed","No","approved","60"
"27670","10392","462","540269","37.56","Employed","No","rejected","60"
"141828","53239","534","1784308","37.54","Self-Employed","No","approved","12"
"62928","14891","733","1826308","23.66","Employed","No","approved","48"
"13406","6449","517","574342","48.11","Self-Employed","No","approved","120"
"163895","83664","660","351204","51.05","Employed","No","approved","180"
"16390","7429","661","2283583","45.33","Self-Employed","No","rejected","240"
"36503","12319","452","926329","33.75","Self-Employed","No","rejected","12"
"97309","40795","723","1190916","41.92","Employed","No","approved","120"
"116630","52976","520","2491504","45.42","Employed","No","approved","36"
"48378","10077","573","2229824","20.83","Employed","No","approved","48"
"143644","34023","521","2057740","23.69","Employed","No","approved","60"
"167416","33215","666","861611","19.84","Employed","No","approved","12"
"88305","14897","591","637943","16.87","Employed","No","approved","48"
"99307","41346","434","99877","41.63","Self-Employed","No","rejected","60"
"192854","5427","761","1152979","2.81","Employed","No","approved","36"
"56569","21076","662","1115805","37.26","Employed","No","approved","60"
"33266","18971","491","518573","57.03","Self-Employed","No","rejected","12"
"198241","29226","667","1612978","14.74","Self-Employed","No","approved","60"
"13467","2920","722","1271405","21.68","Employed","No","rejected","12"
"184363","106172","693","706325","57.59","Self-Employed","No","approved","180"
"56911","28785","727","2414475","50.58","Employed","No","approved","12"
"126741","62319","714","288521","49.17","Employed","No","approved","60"
"101502","16635","640","252993","16.39","Employed","No","approved","24"
"49862","12234","539","1346696","24.54","Self-Employed","No","approved","36"
"130599","10881","745","1543256","8.33","Self-Employed","No","approved","240"
"152042","82805","786","1363203","54.46","Self-Employed","No","approved","180"
"106427","9467","709","140674","8.9","Employed","No","approved","36"
"151664","24579","482","2388613","16.21","Self-Employed","No","rejected","180"
"12385","3983","791","1607172","32.16","Self-Employed","No","rejected","12"
"0","0","801","1624803","0","Self-Employed","No","rejected","24"
"63215","22668","443","2176299","35.86","Self-Employed","No","rejected","60"
"18347","2608","441","2429316","14.21","Employed","No","rejected","36"
"47086","12348","792","518743","26.22","Self-Employed","No","approved","180"
"102260","40217","656","1511366","39.33","Employed","No","approved","24"
"21350","483","612","1196385","2.26","Self-Employed","No","approved","48"
"0","0","578","1416177","0","Self-Employed","No","rejected","48"
"55900","7567","839","776431","13.54","Self-Employed","No","approved","180"
"18530","1577","772","1973710","8.51","Employed","No","rejected","60"
"0","0","817","832847","0","Self-Employed","No","rejected","120"
"185629","106255","810","2362299","57.24","Self-Employed","No","approved","240"
"131805","59355","451","2334235","45.03","Self-Employed","No","rejected","60"
"0","0","559","863056","0","Self-Employed","No","rejected","60"
"67552","21008","423","816556","31.1","Employed","No","rejected","240"
"104820","23701","624","99032","22.61","Employed","No","approved","24"
"48733","19315","684","1533593","39.63","Self-Employed","No","approved","24"
"141958","49454","421","1329962","34.84","Self-Employed","No","rejected","120"
"0","0","666","1708962","0","Employed","No","rejected","24"
"91287","16526","832","1255382","18.1","Employed","No","approved","24"
"92243","6347","629","1827832","6.88","Self-Employed","No","approved","36"
"136029","36025","710","1108577","26.48","Self-Employed","No","approved","24"
"104961","61062","678","1678051","58.18","Employed","No","approved","24"
"77134","23261","757","1447228","30.16","Self-Employed","No","approved","180"
"141293","58098","465","867485","41.12","Employed","No","rejected","12"
"17845","10040","634","229081","56.26","Self-Employed","No","approved","60"
"127481","32452","557","1054837","25.46","Employed","No","approved","120"
"0","0","686","1089576","0","Employed","No","rejected","24"
"135741","26680","430","2173124","19.66","Self-Employed","No","rejected","180"
"67320","5553","722","327767","8.25","Self-Employed","No","approved","180"
"55137","32874","492","1796199","59.62","Employed","No","rejected","120"
"89533","17226","701","2204788","19.24","Employed","No","approved","12"
"203667","8615","743","349253","4.23","Employed","No","approved","240"
"61748","21993","643","2304606","35.62","Employed","No","approved","180"
"70072","33951","654","2360073","48.45","Employed","No","approved","180"
"110072","2524","710","982655","2.29","Employed","No","approved","240"
"183661","108857","545","717690","59.27","Self-Employed","No","approved","48"
"53148","31644","777","657368","59.54","Employed","No","approved","180"
"182758","3915","476","1721102","2.14","Self-Employed","No","rejected","120"
"11451","5658","569","349305","49.41","Self-Employed","No","approved","48"
"65319","7577","744","1680476","11.6","Self-Employed","No","approved","120"
"142575","71103","692","524746","49.87","Employed","No","approved","12"
"141621","40020","841","1299436","28.26","Self-Employed","No","approved","60"
"95727","44050","609","1920139","46.02","Employed","No","approved","48"
"46053","17475","788","2150828","37.95","Employed","No","approved","36"
"140187","66215","560","2153108","47.23","Employed","No","approved","12"
"45437","15456","528","1672865","34.02","Self-Employed","No","approved","12"
"166064","42502","482","1330938","25.59","Self-Employed","No","rejected","36"
"55181","250","644","865432","0.45","Self-Employed","No","approved","48"
"30956","11110","701","1032046","35.89","Self-Employed","No","approved","24"
"179344","31861","750","973784","17.77","Self-Employed","No","approved","240"
"195098","13322","775","1910851","6.83","Employed","No","approved","24"
"171684","14529","543","1141845","8.46","Employed","No","approved","240"
"189443","71661","761","38828","37.83","Self-Employed","No","approved","36"
"112905","25322","582","930435","22.43","Employed","No","approved","120"
"0","0","594","2005149","0","Self-Employed","No","rejected","120"
"148240","32551","570","702049","21.96","Self-Employed","No","approved","24"
"62707","741","447","1045976","1.18","Self-Employed","No","rejected","24"
"132260","32192","426","474389","24.34","Employed","No","rejected","180"
"65390","11129","505","1502009","17.02","Employed","No","approved","48"
"162172","52784","849","1735073","32.55","Self-Employed","No","approved","120"
"177186","18436","538","652561","10.4","Employed","No","approved","120"
"157363","89743","837","1077467","57.03","Self-Employed","No","approved","240"
"65248","22272","523","983916","34.13","Self-Employed","No","approved","12"
"183707","79240","463","893049","43.13","Employed","No","rejected","180"
"53282","11776","832","1507585","22.1","Self-Employed","No","approved","12"
"112216","25865","784","645074","23.05","Employed","No","approved","120"
"37195","344","532","1722984","0.92","Employed","No","approved","120"
"193439","59445","625","1223616","30.73","Self-Employed","No","approved","12"
"97973","396","592","1966344","0.4","Self-Employed","No","approved","24"
"197490","26305","511","372198","13.32","Self-Employed","No","approved","120"
"190115","5441","749","57772","2.86","Employed","No","approved","120"
"143802","85729","539","157162","59.62","Employed","No","approved","24"
"30786","3356","605","1781106","10.9","Employed","No","approved","180"
"126494","22261","490","795423","17.6","Self-Employed","No","rejected","12"
"86829","21782","745","370111","25.09","Employed","No","approved","36"
"147708","68730","584","1732802","46.53","Employed","No","approved","120"
"176208","97944","514","2254002","55.58","Employed","No","approved","12"
"162462","31565","673","1939710","19.43","Employed","No","approved","180"
"92224","28549","839","2126355","30.96","Self-Employed","No","approved","180"
"74191","15451","743","1285902","20.83","Self-Employed","No","approved","24"
"90859","15210","438","1828583","16.74","Employed","No","rejected","36"
"145125","21898","537","819646","15.09","Self-Employed","No","approved","48"
"84149","33898","540","1203394","40.28","Employed","No","approved","36"
"72110","29901","636","2309166","41.47","Employed","No","approved","48"
"202443","84057","588","1819450","41.52","Self-Employed","No","approved","120"
"207044","42335","501","1629363","20.45","Employed","No","approved","36"
"146407","36387","431","1030004","24.85","Employed","No","rejected","120"
"31001","8471","707","2340508","27.32","Self-Employed","No","approved","60"
"45156","2592","453","243325","5.74","Employed","No","rejected","120"
"177725","99370","760","868718","55.91","Employed","No","approved","240"
"96976","7187","567","398487","7.41","Employed","No","approved","240"
"22242","11885","477","738348","53.43","Employed","No","rejected","36"
"16918","6578","731","2512877","38.88","Employed","No","rejected","120"
"193302","7546","652","154007","3.9","Self-Employed","No","approved","120"
"138975","3964","575","1355333","2.85","Self-Employed","No","approved","60"
"193230","82465","718","864205","42.68","Self-Employed","No","approved","12"
"67622","9114","598","2392881","13.48","Employed","No","approved","24"
"206324","44792","528","1621873","21.71","Self-Employed","No","approved","36"
"90128","26249","611","1039969","29.12","Employed","No","approved","60"
"104595","54510","651","479559","52.12","Employed","No","approved","48"
"148249","48905","508","2042776","32.99","Self-Employed","No","approved","120"
"176201","87578","429","1827993","49.7","Self-Employed","No","rejected","36"
"164874","66822","711","2210266","40.53","Employed","No","approved","12"
"69510","36768","633","2207898","52.9","Employed","No","approved","180"
"64651","36936","801","1309342","57.13","Self-Employed","No","approved","180"
"156135","8520","479","685318","5.46","Self-Employed","No","rejected","180"
"33723","16437","630","2100486","48.74","Employed","No","approved","48"
"150381","67946","821","2316133","45.18","Employed","No","approved","12"
"130510","28585","430","323208","21.9","Self-Employed","No","rejected","12"
"0","0","484","1044581","0","Self-Employed","No","rejected","120"
"0","0","592","2406869","0","Self-Employed","No","rejected","180"
"61038","25990","521","31213","42.58","Employed","No","approved","48"
"179689","71753","652","1442443","39.93","Employed","No","approved","180"
"189825","68406","821","987644","36.04","Self-Employed","No","approved","12"
"53042","7915","480","1221385","14.92","Self-Employed","No","rejected","240"
"116540","14410","594","2043268","12.36","Employed","No","approved","24"
"101420","36835","463","2169627","36.32","Self-Employed","No","rejected","36"
"8128","84","487","1913007","1.03","Employed","No","rejected","24"
"190620","18747","609","575796","9.83","Self-Employed","No","approved","180"
"117835","20482","621","380804","17.38","Self-Employed","No","approved","12"
"174145","39689","541","165889","22.79","Employed","No","approved","240"
"40835","5195","773","1147084","12.72","Employed","No","approved","60"
"74445","18871","427","2042172","25.35","Employed","No","rejected","36"
"169068","73215","439","1221391","43.31","Employed","No","rejected","240"
"0","0","700","785635","0","Self-Employed","No","rejected","12"
"138850","18231","597","998222","13.13","Employed","No","approved","24"
"0","0","846","1075452","0","Self-Employed","No","rejected","12"
"194437","64706","495","894408","33.28","Employed","No","rejected","180"
"0","0","502","1119133","0","Employed","No","rejected","24"
"206623","55258","801","2088928","26.74","Self-Employed","No","approved","60"
"77009","34259","765","1406173","44.49","Employed","No","approved","180"
"108587","15748","675","248444","14.5","Employed","No","approved","48"
"116314","32641","455","555051","28.06","Employed","No","rejected","180"
"118895","14664","570","458604","12.33","Employed","No","approved","120"
"54607","22537","518","2087069","41.27","Self-Employed","No","approved","36"
"161111","10540","459","747085","6.54","Self-Employed","No","rejected","24"
"104899","11136","583","919533","10.62","Employed","No","approved","36"
"121051","893","743","1065587","0.74","Self-Employed","No","approved","12"
"41429","21950","722","1630083","52.98","Employed","No","approved","12"
"96831","355","654","789782","0.37","Self-Employed","No","approved","24"
"111336","34480","753","1100430","30.97","Self-Employed","No","approved","120"
"41842","10718","595","2083753","25.62","Self-Employed","No","approved","36"
"131910","13971","739","226447","10.59","Self-Employed","No","approved","60"
"100318","45605","652","111305","45.46","Self-Employed","No","approved","48"
"181859","73597","772","1090676","40.47","Self-Employed","No","approved","12"
"141939","5994","846","938446","4.22","Self-Employed","No","approved","180"
"0","0","550","349214","0","Employed","No","rejected","240"
"51748","154","740","938415","0.3","Self-Employed","No","approved","36"
"56166","3973","457","2227799","7.07","Employed","No","rejected","60"
"36189","17322","440","806285","47.87","Self-Employed","No","rejected","60"
"144175","16523","566","1183073","11.46","Employed","No","approved","36"
"11732","4565","786","1617095","38.91","Self-Employed","No","rejected","180"
"16000","6249","641","263258","39.06","Employed","No","approved","24"
"186205","12768","730","2063251","6.86","Employed","No","approved","240"
"8275","1019","477","158393","12.31","Employed","No","rejected","12"
"0","0","525","259928","0","Self-Employed","No","rejected","48"
"184575","50255","626","1568556","27.23","Employed","No","approved","180"
"187680","53067","536","229646","28.28","Employed","No","approved","48"
"180840","42769","684","284729","23.65","Self-Employed","No","approved","240"
"65720","18277","705","727074","27.81","Self-Employed","No","approved","180"
"0","0","594","1780050","0","Self-Employed","No","rejected","24"
"22142","8075","618","1901640","36.47","Employed","No","rejected","24"
"0","0","553","2227103","0","Employed","No","rejected","120"
"168408","96973","432","120364","57.58","Employed","No","rejected","180"
"112314","25589","520","274875","22.78","Self-Employed","No","approved","120"
"15835","8834","439","2190287","55.79","Employed","No","rejected","240"
"177293","2061","800","336758","1.16","Self-Employed","No","approved","180"
"20629","9109","455","1283137","44.16","Employed","No","rejected","48"
"160582","14619","740","2228235","9.1","Employed","No","approved","60"
"191182","40988","633","2264706","21.44","Employed","No","approved","60"
"19787","1647","510","2265640","8.32","Employed","No","rejected","12"
"122518","42579","752","1657217","34.75","Self-Employed","No","approved","24"
"142090","34512","484","866101","24.29","Self-Employed","No","rejected","240"
"52463","23948","688","1013557","45.65","Self-Employed","No","approved","120"
"201442","4835","542","776307","2.4","Self-Employed","No","approved","12"
"182856","15332","432","1651914","8.38","Self-Employed","No","rejected","60"
"156281","66456","683","1315871","42.52","Self-Employed","No","approved","180"
"155303","85648","614","2014997","55.15","Self-Employed","No","approved","240"
"110668","26921","711","2207217","24.33","Employed","No","approved","180"
"122505","19183","517","1122374","15.66","Self-Employed","No","approved","240"
"46539","5327","637","1421669","11.45","Self-Employed","No","approved","48"
"147308","87550","524","1306553","59.43","Self-Employed","No","approved","36"
"37992","12596","657","918164","33.15","Self-Employed","No","approved","24"
"76409","11626","457","2054794","15.22","Self-Employed","No","rejected","48"
"165604","28889","806","562656","17.44","Employed","No","approved","180"
"164836","18505","768","2447426","11.23","Employed","No","approved","48"
"95655","50522","691","1737227","52.82","Self-Employed","No","approved","24"
"109392","12263","779","896946","11.21","Employed","No","approved","24"
"45299","4024","692","1000482","8.88","Self-Employed","No","approved","36"
"190860","39667","659","544026","20.78","Employed","No","approved","36"
"67824","31791","641","1922682","46.87","Self-Employed","No","approved","180"
"150531","67257","577","1171654","44.68","Self-Employed","No","approved","180"
"88659","34849","466","685303","39.31","Self-Employed","No","rejected","48"
"206770","121067","594","1645014","58.55","Employed","No","approved","60"
"122218","47338","831","1561093","38.73","Employed","No","approved","12"
"38459","12748","709","994839","33.15","Employed","No","approved","180"
"189852","93542","679","2461893","49.27","Employed","No","approved","48"
"174596","59407","683","1618388","34.03","Employed","No","approved","36"
"177675","65155","843","2286918","36.67","Self-Employed","No","approved","180"
"139528","51362","822","1295330","36.81","Employed","No","approved","120"
"45218","19273","508","98924","42.62","Employed","No","approved","180"
"83274","36819","587","921948","44.21","Employed","No","approved","120"
"86435","25638","847","2468753","29.66","Employed","No","approved","240"
"64250","12181","794","1627788","18.96","Employed","No","approved","120"
"189325","69192","487","863207","36.55","Employed","No","rejected","24"
"184883","108588","618","1740194","58.73","Employed","No","approved","120"
"82753","49220","550","129783","59.48","Employed","No","approved","24"
"17531","5103","494","470948","29.11","Self-Employed","No","rejected","180"
"91566","18006","420","596104","19.66","Self-Employed","No","rejected","36"
"46581","19017","743","542625","40.83","Employed","No","approved","48"
"0","0","674","2342515","0","Employed","No","rejected","240"
"168303","67700","449","1606512","40.23","Employed","No","rejected","240"
"159470","62806","782","1350341","39.38","Employed","No","approved","24"
"96432","53464","647","416299","55.44","Self-Employed","No","approved","180"
"95064","47815","674","2061223","50.3","Self-Employed","No","approved","240"
"14721","7501","675","1626165","50.95","Employed","No","rejected","240"
"194620","47301","774","2015656","24.3","Employed","No","approved","48"
"167828","41092","668","43874","24.48","Self-Employed","No","approved","24"
"15039","6968","480","189245","46.33","Self-Employed","No","rejected","180"
"196396","108327","485","1998881","55.16","Self-Employed","No","rejected","240"
"80318","5795","465","1524175","7.22","Self-Employed","No","rejected","120"
"63718","17002","504","805693","26.68","Self-Employed","No","approved","48"
"44350","25080","683","2456786","56.55","Self-Employed","No","approved","60"
"58329","2619","493","1081661","4.49","Self-Employed","No","rejected","48"
"178914","78121","469","1864883","43.66","Self-Employed","No","rejected","60"
"8545","1471","665","2500330","17.21","Employed","No","rejected","24"
"67249","9936","813","2327372","14.77","Self-Employed","No","approved","180"
"78915","42052","568","2010188","53.29","Self-Employed","No","approved","12"
"141937","41779","729","1043319","29.43","Self-Employed","No","approved","36"
"0","0","663","2205599","0","Self-Employed","No","rejected","36"
"109309","57647","729","930764","52.74","Employed","No","approved","36"
"42515","10886","635","607803","25.61","Self-Employed","No","approved","60"
"57478","7159","835","1044002","12.46","Self-Employed","No","approved","60"
"91903","4778","522","372997","5.2","Self-Employed","No","approved","48"
"0","0","442","2199201","0","Self-Employed","No","rejected","12"
"154616","5870","661","1011281","3.8","Self-Employed","No","approved","36"
"195423","64895","813","490074","33.21","Employed","No","approved","36"
"158029","79747","583","600008","50.46","Self-Employed","No","approved","36"
"66185","37304","730","2500330","56.36","Employed","No","approved","180"
"28933","1127","739","1092966","3.9","Employed","No","approved","240"
"92582","30297","447","686836","32.72","Employed","No","rejected","12"
"84521","46498","845","585008","55.01","Employed","No","approved","36"
"97018","29370","612","1656049","30.27","Self-Employed","No","approved","180"
"171452","36047","837","113860","21.02","Self-Employed","No","approved","180"
"162689","36057","522","324123","22.16","Employed","No","approved","120"
"190479","99139","632","81305","52.05","Self-Employed","No","approved","24"
"0","0","511","1050211","0","Employed","No","rejected","120"
"89099","12957","779","2200942","14.54","Self-Employed","No","approved","60"
"191963","111034","649","2079869","57.84","Self-Employed","No","approved","120"
"103479","2328","761","31905","2.25","Self-Employed","No","approved","60"
"56868","33814","553","49654","59.46","Self-Employed","No","approved","120"
"99712","8050","541","1354476","8.07","Employed","No","approved","48"
"50971","5371","538","943297","10.54","Self-Employed","No","approved","12"
"85461","47425","665","2210263","55.49","Self-Employed","No","approved","36"
"187202","73268","548","1446887","39.14","Self-Employed","No","approved","12"
"139257","44087","738","2315997","31.66","Self-Employed","No","approved","120"
"163047","31293","785","1483819","19.19","Self-Employed","No","approved","60"
"207931","11775","529","1639390","5.66","Employed","No","approved","60"
"46199","17944","472","1785831","38.84","Self-Employed","No","rejected","12"
"113593","56817","428","247280","50.02","Employed","No","rejected","240"
"15661","4714","676","2166865","30.1","Self-Employed","No","rejected","48"
"121754","39680","546","2375731","32.59","Self-Employed","No","approved","12"
"146557","29099","577","356446","19.86","Employed","No","approved","12"
"173076","93210","787","553791","53.85","Employed","No","approved","180"
"140060","76189","849","285665","54.4","Self-Employed","No","approved","36"
"204701","96610","451","1011004","47.2","Employed","No","rejected","36"
"85064","40456","499","473679","47.56","Self-Employed","No","rejected","240"
"0","0","811","2095845","0","Self-Employed","No","rejected","12"
"201125","15866","844","958467","7.89","Self-Employed","No","approved","60"
"71263","30380","643","534465","42.63","Self-Employed","No","approved","48"
"88913","23145","701","550179","26.03","Employed","No","approved","36"
"84216","48118","583","1801227","57.14","Self-Employed","No","approved","36"
"155813","58651","770","2203621","37.64","Employed","No","approved","48"
"156580","40260","606","1051616","25.71","Self-Employed","No","approved","240"
"192749","91903","722","1555949","47.68","Self-Employed","No","approved","240"
"40613","24357","776","1825686","59.97","Self-Employed","No","approved","36"
"117044","61253","451","1281080","52.33","Self-Employed","No","rejected","180"
"35876","20509","461","1444421","57.17","Self-Employed","No","rejected","180"
"49789","23446","469","1701265","47.09","Employed","No","rejected","12"
"58933","14551","798","2260167","24.69","Employed","No","approved","12"
"12973","726","564","151743","5.6","Employed","No","approved","180"
"178369","7071","699","1968825","3.96","Self-Employed","No","approved","36"
"188944","26581","611","663838","14.07","Self-Employed","No","approved","24"
"45864","6073","526","1231293","13.24","Self-Employed","No","approved","120"
"62000","33366","778","1030697","53.82","Employed","No","approved","12"
"0","0","625","1131429","0","Self-Employed","No","rejected","12"
"17471","10109","549","580333","57.86","Employed","No","approved","60"
"134974","79392","769","1219770","58.82","Self-Employed","No","approved","240"
"17841","3142","819","2080884","17.61","Employed","No","rejected","60"
"179296","28474","568","941900","15.88","Employed","No","approved","60"
"120180","61530","495","1781400","51.2","Self-Employed","No","rejected","48"
"146076","37103","644","119752","25.4","Self-Employed","No","approved","24"
"114299","2640","708","1526518","2.31","Self-Employed","No","approved","36"
"73748","23084","615","2064604","31.3","Employed","No","approved","24"
"178673","105636","715","2288687","59.12","Self-Employed","No","approved","120"
"161845","44721","438","1238981","27.63","Employed","No","rejected","60"
"110405","25782","660","545097","23.35","Self-Employed","No","approved","24"
"87954","45632","491","2071427","51.88","Employed","No","rejected","36"
"138658","25631","712","1661107","18.49","Employed","No","approved","24"
"102300","1824","717","2517867","1.78","Employed","No","approved","36"
"160125","70096","653","1797957","43.78","Self-Employed","No","approved","48"
"34057","9825","788","2236248","28.85","Self-Employed","No","approved","240"
"46064","11188","550","981921","24.29","Employed","No","approved","48"
"148336","73629","568","284831","49.64","Employed","No","approved","180"
"160290","77542","607","1875545","48.38","Self-Employed","No","approved","24"
"118966","48470","757","1906590","40.74","Employed","No","approved","180"
"119972","39556","794","128238","32.97","Employed","No","approved","240"
"173314","74695","699","832465","43.1","Self-Employed","No","approved","12"
"47554","114","816","2198578","0.24","Employed","No","approved","180"
"177154","55036","536","1608160","31.07","Employed","No","approved","48"
"24959","11664","715","713163","46.73","Self-Employed","No","approved","120"
"178360","31152","749","1201399","17.47","Employed","No","approved","12"
"46680","26080","677","1524053","55.87","Employed","No","approved","60"
"197268","97530","446","1565491","49.44","Employed","No","rejected","180"
"52425","10040","633","1095458","19.15","Self-Employed","No","approved","120"
"105808","24223","482","2156213","22.89","Employed","No","rejected","24"
"0","0","839","1501042","0","Self-Employed","No","rejected","180"
"207058","98015","470","2100063","47.34","Self-Employed","No","rejected","240"
"98345","41124","775","174894","41.82","Employed","No","approved","60"
"11493","2309","570","1801763","20.09","Employed","No","rejected","180"
"50764","25550","807","1207618","50.33","Self-Employed","No","approved","24"
"183204","81079","672","2209980","44.26","Employed","No","approved","120"
"156468","29981","500","2178465","19.16","Employed","No","approved","24"
"78420","15454","810","1389428","19.71","Employed","No","approved","60"
"9979","3181","580","1563301","31.88","Self-Employed","No","rejected","36"
"99717","59616","707","909864","59.79","Employed","No","approved","12"
"0","0","545","791656","0","Employed","No","rejected","60"
"63616","30578","833","1869962","48.07","Employed","No","approved","60"
"32444","8280","440","1674568","25.52","Employed","No","rejected","36"
"13634","5902","548","711627","43.29","Self-Employed","No","approved","120"
"29655","14109","486","601621","47.58","Self-Employed","No","rejected","60"
"74065","19590","424","1381736","26.45","Employed","No","rejected","36"
"23246","597","657","375500","2.57","Employed","No","approved","180"
"0","0","497","340063","0","Employed","No","rejected","60"
"0","0","754","2479377","0","Employed","No","rejected","36"
"0","0","443","640261","0","Self-Employed","No","rejected","120"
"145034","35489","665","2228320","24.47","Self-Employed","No","approved","12"
"41875","14897","636","2344961","35.57","Self-Employed","No","approved","180"
"52926","31297","704","123452","59.13","Employed","No","approved","240"
